Nombre,Latitud,Longitud,Municipio,Departamento,Provincia
CUATRO ARBOLES,"-26,90167423","-59,90023887",PRESIDENCIA DE LA PLAZA,PRESIDENCIA DE LA PLAZA,CHACO
FORTIN AGUILAR,"-27,073792645","-59,645408832",PRESIDENCIA DE LA PLAZA,PRESIDENCIA DE LA PLAZA,CHACO
VILLA FIGUEROA,"-27,719163512","-63,462754109",VILLA FIGUEROA,FIGUEROA,SANTIAGO DEL ESTERO
RIO MAYO,"-45,696453817","-70,255980448",RIO MAYO,RIO SENGUER,CHUBUT
ALTO RIO MAYO,"-45,68628224","-70,26062851",RIO MAYO,RIO SENGUER,CHUBUT
GORGONTA,"-33,790293261","-66,753123863",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
SANTA CECILIA,"-34,62758255","-66,696868897",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
EL CALDEN,"-31,895373096","-65,85838098",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
MOSMOTA,"-33,645891553","-66,993449532",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
EL MILAGRO,"-33,126567841","-66,35874939",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
LAS PIEDRITAS,"-34,017375946","-66,409713745",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
EL MATACO,"-33,252864665","-66,902174583",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
LAS VIZCACHERAS,"-33,565990448","-66,517753601",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
SUYUQUE NUEVO,"-33,134731293","-66,256767273",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
CHARLONE,"-33,833909847","-66,319749164",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
DONADO,"-33,787441254","-66,867179871",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
EL CHARABON,"-33,5760067","-66,16051798",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
LA IRENE,"-34,366882324","-66,305229187",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
LA FORTUNA,"-33,881061554","-66,600158691",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
EL MOLLE,"-34,14025116","-66,443283081",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
JUAN W. GEZ,"-33,390975213","-66,13228318",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
EL PORTEZUELO,"-33,120174408","-66,847434998",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
EL RECUERDO,"-34,651153564","-66,234802246",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
LOS PUQUIOS,"-33,315963745","-66,154716492",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
CHOSMES,"-33,395996895","-66,746397383",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
SANTA ROSA,"-33,636913872","-66,419041943",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
VARELA,"-34,12261759","-66,46370684",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
LAS GAMAS,"-34,259960175","-66,301620483",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
DANIEL DONOVAN,"-33,342046432","-66,228894186",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
PUNTA DEL CERRO,"-33,947845459","-66,516571045",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
LOS CERRILLOS,"-33,877292633","-66,469306946",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
PASO DE LAS VACAS,"-34,519591879","-66,744379749",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
PESCADORES,"-33,318824768","-66,48274231",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
LAS BARRANCAS,"-33,631122516","-66,284116613",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
SAN MARTIN DEL ALTO NEGRO,"-34,156228494","-66,099586553",AREA SIN GOBIERNO,JUAN MARTÍN DE PUEYRREDÓN,SAN LUIS
HIPOLITO YRIGOYEN,"-47,566781236","-71,743475631",LAGO POSADAS,RÍO CHICO,SANTA CRUZ
LIMAY MAHUIDA,"-37,159712053","-66,674540036",LIMAY MAHUIDA,LIMAY MAHUIDA,LA PAMPA
LAS FLORES,"-29,933307648","-65,767944336",CHAMICAL,CHAMICAL,LA RIOJA
POLCO,"-30,429315381","-66,358642246",CHAMICAL,CHAMICAL,LA RIOJA
EL GARABATO,"-30,298702643","-66,132382749",CHAMICAL,CHAMICAL,LA RIOJA
SANTA RITA DE LA ZANJA,"-30,24124624","-65,847528784",CHAMICAL,CHAMICAL,LA RIOJA
VILLA CARMELA,"-30,299029245","-66,308808436",CHAMICAL,CHAMICAL,LA RIOJA
SANTA LUCIA,"-30,475311","-66,33928",CHAMICAL,CHAMICAL,LA RIOJA
BASE CHAMICAL,"-30,352056","-66,310107",CHAMICAL,CHAMICAL,LA RIOJA
ESQUINA DEL NORTE,"-30,42337525","-66,092553727",CHAMICAL,CHAMICAL,LA RIOJA
CHAMICAL,"-30,377295161","-66,324036884",CHAMICAL,CHAMICAL,LA RIOJA
LA RESISTENCIA,"-30,229141956","-65,606696016",CHAMICAL,CHAMICAL,LA RIOJA
EL RETAMO,"-30,149127116","-65,865359665",CHAMICAL,CHAMICAL,LA RIOJA
POZO REDONDO,"-30,141009375","-65,578907204",CHAMICAL,CHAMICAL,LA RIOJA
POZO DE LA VACA,"-30,380110815","-65,632356122",CHAMICAL,CHAMICAL,LA RIOJA
LA AGUADITA,"-30,40431767","-66,36689997",CHAMICAL,CHAMICAL,LA RIOJA
ROSILLO MUERTO,"-30,327407837","-66,421470642",CHAMICAL,CHAMICAL,LA RIOJA
CHULO,"-30,40560563","-66,26235978",CHAMICAL,CHAMICAL,LA RIOJA
EL QUEBRACHAL,"-30,491977254","-66,180231281",CHAMICAL,CHAMICAL,LA RIOJA
EL CARMEN,"-30,123502731","-66,246025085",CHAMICAL,CHAMICAL,LA RIOJA
BELLA VISTA,"-30,50524115","-66,25970943",CHAMICAL,CHAMICAL,LA RIOJA
LAS TALAS,"-30,383011083","-66,301500851",CHAMICAL,CHAMICAL,LA RIOJA
LOS BALDES,"-30,185417175","-65,818000794",CHAMICAL,CHAMICAL,LA RIOJA
LOS BORDOS,"-30,33850146","-66,37398209",CHAMICAL,CHAMICAL,LA RIOJA
EL MOLLAR,"-30,472563221","-66,28024807",CHAMICAL,CHAMICAL,LA RIOJA
LAS AMOLADERAS,"-30,387260437","-66,368331909",CHAMICAL,CHAMICAL,LA RIOJA
BAJO DE LUCAS,"-30,38569434","-66,26041862",CHAMICAL,CHAMICAL,LA RIOJA
SANTA BARBARA,"-30,511174167","-66,321996615",CHAMICAL,CHAMICAL,LA RIOJA
LA CORTADA,"-30,25122053","-66,42726618",CHAMICAL,CHAMICAL,LA RIOJA
LA SERENA,"-30,249882519","-66,255025326",CHAMICAL,CHAMICAL,LA RIOJA
SAN RAFAEL,"-30,235923767","-66,185264587",CHAMICAL,CHAMICAL,LA RIOJA
VILLA ASTOLFI,"-34,485898345","-58,87683357",PILAR,PILAR,BUENOS AIRES
MAQUINISTA F. SAVIO (OESTE),"-34,410617255","-58,782170109",PILAR,PILAR,BUENOS AIRES
TORTUGUITAS,"-34,457806172","-58,762090721",PILAR,PILAR,BUENOS AIRES
LOS CACHORROS,"-34,425002827","-58,7950004",PILAR,PILAR,BUENOS AIRES
ROBERTO DE VICENZO,"-34,436965278","-58,766994178",PILAR,PILAR,BUENOS AIRES
LA LONJA,"-34,44481494","-58,839373086",PILAR,PILAR,BUENOS AIRES
FATIMA,"-34,407257584","-58,974691291",PILAR,PILAR,BUENOS AIRES
MANZONE,"-34,528730877","-58,877599509",PILAR,PILAR,BUENOS AIRES
PILAR,"-34,46633184","-58,922719789",PILAR,PILAR,BUENOS AIRES
BARRIO PARQUE ALMIRANTE IRIZAR,"-34,422005581","-58,952837882",PILAR,PILAR,BUENOS AIRES
MANZANARES,"-34,452630933","-59,013660663",PILAR,PILAR,BUENOS AIRES
DEL VISO,"-34,449400946","-58,800911973",PILAR,PILAR,BUENOS AIRES
SANTA TERESA,"-34,436691416","-58,757347016",PILAR,PILAR,BUENOS AIRES
ZELAYA,"-34,365718284","-58,893696089",PILAR,PILAR,BUENOS AIRES
PRESIDENTE DERQUI,"-34,492861693","-58,841698522",PILAR,PILAR,BUENOS AIRES
VILLA ROSA,"-34,407732713","-58,853934578",PILAR,PILAR,BUENOS AIRES
CLUB DE CAMPO LARENA - LOS QUINCHOS,"-34,391141268","-59,00073321",PILAR,PILAR,BUENOS AIRES
LOS NOQUES,"-24,55378446","-65,10780492",EL BORDO,GENERAL GUEMES,SALTA
EL SAUCE,"-24,59677887","-65,173278809",EL BORDO,GENERAL GUEMES,SALTA
EL CEIBAL,"-24,561146344","-65,184716643",EL BORDO,GENERAL GUEMES,SALTA
EL BORDO,"-24,661074329","-65,105429887",EL BORDO,GENERAL GUEMES,SALTA
EL PRADO,"-24,63009","-65,09369",EL BORDO,GENERAL GUEMES,SALTA
CAMPO DONNET,"-31,793093413","-61,546051117",SAN MARTIN DE LAS ESCOBAS,SAN MARTIN,SANTA FE
AVENA,"-31,842542648","-61,562709808",SAN MARTIN DE LAS ESCOBAS,SAN MARTIN,SANTA FE
SAN MARTIN DE LAS ESCOBAS,"-31,859673747","-61,570215776",SAN MARTIN DE LAS ESCOBAS,SAN MARTIN,SANTA FE
CAMPO EL DANUBIO,"-31,897760138","-61,512587007",SAN MARTIN DE LAS ESCOBAS,SAN MARTIN,SANTA FE
CAMPO OITANA,"-31,832900503","-61,649189888",SAN MARTIN DE LAS ESCOBAS,SAN MARTIN,SANTA FE
VILLA ELOISA,"-32,964324157","-61,547833326",VILLA ELOISA,IRIONDO,SANTA FE
CAMPO LOMA PARTIDA,"-32,934202425","-61,6156673",VILLA ELOISA,IRIONDO,SANTA FE
SAN RICARDO,"-33,027848898","-61,601181763",VILLA ELOISA,IRIONDO,SANTA FE
FUNES,"-32,922782783","-60,812180283",FUNES,ROSARIO,SANTA FE
PASO ITU,"-29,05258734","-56,56060936",ALVEAR,GENERAL ALVEAR,CORRIENTES
LAS PALMITAS,"-29,021003788","-56,516769635",ALVEAR,GENERAL ALVEAR,CORRIENTES
PANCHO CUE,"-29,081435408","-56,555991812",ALVEAR,GENERAL ALVEAR,CORRIENTES
ALVEAR,"-29,098599096","-56,55216313",ALVEAR,GENERAL ALVEAR,CORRIENTES
ALTAMIRA,"-28,748365404","-56,607341811",ALVEAR,GENERAL ALVEAR,CORRIENTES
SANTA ROSA,"-28,945953656","-56,558871851",ALVEAR,GENERAL ALVEAR,CORRIENTES
AGUAPEY,"-29,106201172","-56,559669495",ALVEAR,GENERAL ALVEAR,CORRIENTES
PIRAYU,"-28,875062374","-56,400329814",ALVEAR,GENERAL ALVEAR,CORRIENTES
ARROYO MENDEZ,"-29,082409825","-56,539718997",ALVEAR,GENERAL ALVEAR,CORRIENTES
SANTA ANA,"-29,02926636","-56,505584769",ALVEAR,GENERAL ALVEAR,CORRIENTES
SANTA ISABEL,"-28,574937822","-56,554878281",ALVEAR,GENERAL ALVEAR,CORRIENTES
LAS PALMAS,"-31,380007624","-65,289975724",LAS PALMAS,POCHO,CÓRDOBA
EL POTRERO,"-31,3737451","-65,3745605",LAS PALMAS,POCHO,CÓRDOBA
BALDERRAMA SUR,"-27,21457","-65,40006",YERBA BUENA,SIMOCA,TUCUMÁN
YERBA BUENA,"-27,23765","-65,41795",YERBA BUENA,SIMOCA,TUCUMÁN
EL JARDIN,"-27,2462","-65,40203",YERBA BUENA,SIMOCA,TUCUMÁN
SAN FRANCISCO DE SANTA FE,"-33,590540004","-62,124469393",SAN FRANCISCO DE SANTA FE,GENERAL LOPEZ,SANTA FE
JAIME PETER,"-30,409496725","-64,538726844",CHUÑA,ISCHILIN,CÓRDOBA
CHUÑA,"-30,468727461","-64,671228766",CHUÑA,ISCHILIN,CÓRDOBA
COLONIA BARGE,"-33,258541155","-62,608162827",COLONIA BARGE,MARCOS JUAREZ,CÓRDOBA
CASTRO URDIALES,"-33,258171082","-62,607509613",COLONIA BARGE,MARCOS JUAREZ,CÓRDOBA
DOS HERMANOS,"-34,471866608","-62,092647552",GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
COLONIA GENERAL PINTO,"-34,8011277","-61,8636453",GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
LOS CALLEJONES,"-34,75596","-62,18387",GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
DUSSAUD,"-34,7922211","-61,7788899",GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
VILLA FRANCIA,"-34,791316021","-62,201109069",GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
EL PEREGRINO,"-34,595745087","-62,121814728",GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
SANTA ANGELA,"-34,85986","-61,87374",GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
GENERAL PINTO,"-34,764155991","-61,890067492",GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
VILLA ROTH,"-34,579830228","-62,171048923",GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
LA MARGARITA,"-34,5284039","-62,0821514",GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
GERMANIA,"-34,576111833","-62,051830689",GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
PAZOS KANKI,"-34,72372","-62,0962",GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
PERISEE,"-34,748565","-61,8409659",GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
GUNTHER,"-34,599499531","-61,916498908",GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
COLONIA SAN RICARDO,"-34,41621373","-61,928014175",GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
VILLA SAN MARTIN,"-28,326665429","-64,105600189",LORETO,LORETO,SANTIAGO DEL ESTERO
POZO BETBEDER,"-26,437038187","-64,318435103",POZO BETBEDER,PELLEGRINI,SANTIAGO DEL ESTERO
ROSALES,"-34,171790726","-63,153479847",ROSALES,PRESIDENTE ROQUE SAENZ PEÑA,CÓRDOBA
DIAZ,"-32,375058824","-61,091442512",DIAZ,SAN JERONIMO,SANTA FE
GRANADERO BAIGORRIA,"-32,861364166","-60,706215977",GRANADERO BAIGORRIA,ROSARIO,SANTA FE
EL PRADO,"-32,85000565","-60,699902169",GRANADERO BAIGORRIA,ROSARIO,SANTA FE
LAS GRAMILLAS,"-31,088255513","-63,241844462",LAS GRAMILLAS,RIO PRIMERO,CÓRDOBA
RAMAYON,"-30,675815339","-60,499555379",RAMAYON,SAN JUSTO,SANTA FE
VILLA MERCEDES,"-30,6726767","-60,5057233",RAMAYON,SAN JUSTO,SANTA FE
ESTANCIA SAN JUAN,"-30,534691905","-60,589973071",RAMAYON,SAN JUSTO,SANTA FE
VILLA LASTENIA,"-30,6845252","-60,4595357",RAMAYON,SAN JUSTO,SANTA FE
SAN JUAN,"-30,530651093","-60,592327118",RAMAYON,SAN JUSTO,SANTA FE
PEDERNAL,"-31,671472966","-58,230791274",PEDERNAL,CONCORDIA,ENTRE RÍOS
COLONIA SANTA ISABEL,"-31,717716031","-58,195432047",PEDERNAL,CONCORDIA,ENTRE RÍOS
PLAYA MAGAGNA,"-43,382120862","-65,044932568",RAWSON,RAWSON,CHUBUT
RAWSON,"-43,301051678","-65,095520234",RAWSON,RAWSON,CHUBUT
PLAYA UNION,"-43,321940853","-65,047598735",RAWSON,RAWSON,CHUBUT
LA RAMADITA,"-27,09195137","-65,648391724",LOS SOSA,MONTEROS,TUCUMÁN
LOS SOSA,"-27,1497326","-65,5230978",LOS SOSA,MONTEROS,TUCUMÁN
LAS MESADAS,"-27,0983483","-65,5664878",LOS SOSA,MONTEROS,TUCUMÁN
EL NARANJAL,"-27,048265457","-65,662994385",LOS SOSA,MONTEROS,TUCUMÁN
FLORIDA,"-34,532743264","-58,49109796",VICENTE LOPEZ,VICENTE LOPEZ,BUENOS AIRES
LA LUCILA,"-34,498543333","-58,48658249",VICENTE LOPEZ,VICENTE LOPEZ,BUENOS AIRES
MUNRO,"-34,527262308","-58,525506059",VICENTE LOPEZ,VICENTE LOPEZ,BUENOS AIRES
OLIVOS,"-34,512161434","-58,498544423",VICENTE LOPEZ,VICENTE LOPEZ,BUENOS AIRES
VILLA ADELINA,"-34,528759649","-58,546024262",VICENTE LOPEZ,VICENTE LOPEZ,BUENOS AIRES
VILLA MARTELLI,"-34,552597953","-58,509143264",VICENTE LOPEZ,VICENTE LOPEZ,BUENOS AIRES
FLORIDA OESTE,"-34,539422337","-58,514813794",VICENTE LOPEZ,VICENTE LOPEZ,BUENOS AIRES
VICENTE LOPEZ,"-34,525536745","-58,473649503",VICENTE LOPEZ,VICENTE LOPEZ,BUENOS AIRES
CARAPACHAY,"-34,525914969","-58,535763943",VICENTE LOPEZ,VICENTE LOPEZ,BUENOS AIRES
JUBILEO,"-31,733673335","-58,634038044",JUBILEO,VILLAGUAY,ENTRE RÍOS
EL MANZANO,"-37,115215302","-70,619155884",HUINGANCO,MINAS,NEUQUÉN
HUINGANCO,"-37,162253742","-70,624035077",HUINGANCO,MINAS,NEUQUÉN
BUTALON NORTE,"-36,98749803","-70,69145901",HUINGANCO,MINAS,NEUQUÉN
CHARRA RUCA,"-37,136264985","-70,616336885",HUINGANCO,MINAS,NEUQUÉN
CAPILLA DEL CARMEN,"-32,200447531","-64,821341085",VILLA YACANTO,CALAMUCHITA,CÓRDOBA
EL DURAZNO,"-32,169565612","-64,774771053",VILLA YACANTO,CALAMUCHITA,CÓRDOBA
RIO DEL DURAZNO,"-32,170738803","-64,772251938",VILLA YACANTO,CALAMUCHITA,CÓRDOBA
VILLA YACANTO,"-32,103782531","-64,754102829",VILLA YACANTO,CALAMUCHITA,CÓRDOBA
QUETREQUEN,"-35,054843932","-64,52136934",QUETREQUEN,RANCUL,LA PAMPA
OVEJERIA,"-25,387624741","-64,714851379",EL GALPON,METAN,SALTA
EL GALPON,"-25,39158645","-64,659506293",EL GALPON,METAN,SALTA
PRINGLES,"-25,389692457","-64,065499566",EL GALPON,METAN,SALTA
LAGUNITA,"-25,50881","-64,02082",EL GALPON,METAN,SALTA
SANTA ANA,"-25,556015015","-64,002113342",EL GALPON,METAN,SALTA
EL ALTAMISQUI,"-25,141799839","-64,164992428",EL GALPON,METAN,SALTA
CUCHI POZO,"-25,244243622","-64,383293152",EL GALPON,METAN,SALTA
EL VALLECITO,"-25,677926677","-63,993130393",EL GALPON,METAN,SALTA
AGUA BLANCA,"-25,51643753","-64,605926514",EL GALPON,METAN,SALTA
SAN JOSE DE ORQUERA,"-25,278309417","-64,085056165",EL GALPON,METAN,SALTA
POTRERO,"-25,55793","-63,99448",EL GALPON,METAN,SALTA
EL MOJON,"-25,541513443","-63,994903564",EL GALPON,METAN,SALTA
EL GUAYACAN,"-25,571641922","-64,774848938",EL GALPON,METAN,SALTA
LOS ROSALES,"-25,601090048","-63,98209267",EL GALPON,METAN,SALTA
BAJO GRANDE,"-25,339698791","-64,46232605",EL GALPON,METAN,SALTA
LAS VERTIENTES,"-25,503425598","-64,731445313",EL GALPON,METAN,SALTA
SALADILLO,"-25,493717194","-64,598884583",EL GALPON,METAN,SALTA
EL SAUZAL,"-25,362768173","-64,570053101",EL GALPON,METAN,SALTA
ALTO DEL MISTOL,"-25,262626622","-64,130074309",EL GALPON,METAN,SALTA
EL BORDO,"-25,375354969","-64,772932665",EL GALPON,METAN,SALTA
QUEBRACHO HERRADO,"-25,340673447","-64,551467895",EL GALPON,METAN,SALTA
EL PACARA,"-25,125185013","-64,186203003",EL GALPON,METAN,SALTA
POBLACION DE ORTEGA,"-25,33388784","-64,581177065",EL GALPON,METAN,SALTA
EL PORVENIR,"-25,580785751","-64,630973816",EL GALPON,METAN,SALTA
EL TUNAL,"-25,265264577","-64,406104223",EL GALPON,METAN,SALTA
CORRAL QUEMADO,"-25,331406545","-64,073004991",EL GALPON,METAN,SALTA
PASO DE LAS CARRERAS,"-25,170207243","-64,299068011",EL GALPON,METAN,SALTA
LA POBLACION,"-25,337371826","-64,576057434",EL GALPON,METAN,SALTA
LONKOY,"-37,202106","-57,4168401",GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
EL MODELO,"-36,974829377","-57,154190477",GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
LOS ZORZALES,"-36,9515672","-57,0925546",GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
TRELLES,"-37,3508571","-57,4659245",GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
MEDALAND,"-37,41266985","-57,211128743",GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
LA FLORIDA,"-37,1158188","-57,1679508",GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
LA FELICIDAD,"-37,1922666","-57,5504315",GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
GENERAL JUAN MADARIAGA,"-36,996773001","-57,137476907",GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
INVERNADAS,"-36,950082","-57,231462",GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
BARRIO KENNEDY,"-37,00622177","-57,141725586",GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
COLONIA TIO DOMINGO,"-37,024627686","-56,956073761",GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
JUAN CHICO,"-36,9071257","-57,199715",GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
EL CARDALITO,"-37,0895031","-57,3784537",GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
